Budget
"$609,000 (estimated)"
"$61,000,000 (estimated)"
"$62,000 (estimated)"
"$62,000,000 (estimated)"
"$620,000 (estimated)"
"$63,000,000 (estimated)"
"$63,600,000 (estimated)"
"$64,000 (estimated)"
"$64,000,000 (estimated)"
"$640,000 (estimated)"
"$65,000 (estimated)"
"$65,000,000 (estimated)"
"$65,897,768 (estimated)"
"$650,000 (estimated)"
"$652,675 (estimated)"
"$656,000 (estimated)"
"$66,000,000 (estimated)"
"$67,000,000 (estimated)"
"$670,000 (estimated)"
"$68,000,000 (estimated)"
"$683,000 (estimated)"
"$689,665 (estimated)"
"$69,000,000 (estimated)"
"$7,000 (estimated)"
"$7,000,000 (estimated)"
"$7,100,000 (estimated)"
"$7,200,000 (estimated)"
"$7,217,600 (estimated)"
"$7,300,000 (estimated)"
"$7,395,080 (estimated)"
"$7,400,000 (estimated)"
"$7,500,000 (estimated)"
"$7,600,000 (estimated)"
"$7,700,000 (estimated)"
"$7,840,000 (estimated)"
"$7,850,000 (estimated)"
"$7,900,000 (estimated)"
"$7,920,000 (estimated)"
"$7,980,000 (estimated)"
"$70,000 (estimated)"
"$70,000,000 (estimated)"
"$700,000 (estimated)"
"$71,500,000 (estimated)"
"$72,000,000 (estimated)"
"$72,500,000 (estimated)"
"$725,000 (estimated)"
"$73,000,000 (estimated)"
"$730,000 (estimated)"
"$74,000,000 (estimated)"
"$747,000 (estimated)"
"$75,000 (estimated)"
"$75,000,000 (estimated)"
"$750,000 (estimated)"
"$76,000,000 (estimated)"
"$777,000 (estimated)"
"$78,000,000 (estimated)"
"$780,000 (estimated)"
"$783,000 (estimated)"
"$787,000 (estimated)"
"$79,000,000 (estimated)"
"$795,000 (estimated)"
"$8,000,000 (estimated)"
"$8,100,000 (estimated)"
"$8,170,000 (estimated)"
"$8,200,000 (estimated)"
"$8,300,000 (estimated)"
"$8,400,000 (estimated)"
"$8,500,000 (estimated)"
"$8,600,000 (estimated)"
"$8,700,000 (estimated)"
"$8,800,000 (estimated)"
"$8,900,000 (estimated)"
"$80,000 (estimated)"
"$80,000,000 (estimated)"
"$800,000 (estimated)"
"$806,947 (estimated)"
"$81,000,000 (estimated)"
"$81,200,000 (estimated)"
"$810,000 (estimated)"
"$82,000,000 (estimated)"
"$82,500,000 (estimated)"
"$825,000 (estimated)"
"$829,000 (estimated)"
"$83,000,000 (estimated)"
"$839,727 (estimated)"
"$84,000,000 (estimated)"
"$85,000 (estimated)"
"$85,000,000 (estimated)"
"$850,000 (estimated)"
"$858,000 (estimated)"
"$86,000,000 (estimated)"
"$87,000,000 (estimated)"
"$88,000 (estimated)"
"$88,000,000 (estimated)"
"$886,000 (estimated)"
"$9,000,000 (estimated)"
"$9,300,000 (estimated)"
"$9,370,000 (estimated)"
"$9,400,000 (estimated)"
"$9,500,000 (estimated)"
"$9,600,000 (estimated)"
"$9,700,000 (estimated)"
"$9,750,000 (estimated)"
"$9,800,000 (estimated)"
"$90,000 (estimated)"
"$90,000,000 (estimated)"
"$900,000 (estimated)"
"$910,000 (estimated)"
"$92,000,000 (estimated)"
"$923,000 (estimated)"
"$927,262 (estimated)"
"$93,000,000 (estimated)"
"$930,000 (estimated)"
"$935,000 (estimated)"
"$936,000 (estimated)"
"$94,000,000 (estimated)"
"$941,000 (estimated)"
"$944,000 (estimated)"
"$95,000,000 (estimated)"
"$95,745 (estimated)"
"$950,000 (estimated)"
"$952,000 (estimated)"
"$960,000 (estimated)"
"$965,000 (estimated)"
"$98,000,000 (estimated)"
"$980,000 (estimated)"
"$982,351 (estimated)"
"$99,000,000 (estimated)"
"$991,000 (estimated)"
"A$1,000,000 (estimated)"
"A$10,000,000 (estimated)"
"A$11,000,000 (estimated)"
"A$14,000,000 (estimated)"
"A$15,000,000 (estimated)"
"A$16,000,000 (estimated)"
"A$17,000,000 (estimated)"
"A$2,500,000 (estimated)"
"A$2,600,000 (estimated)"
"A$200,000 (estimated)"
"A$25,000,000 (estimated)"
"A$26,900,000 (estimated)"
"A$3,000,000 (estimated)"
"A$30,000,000 (estimated)"
"A$36,000,000 (estimated)"
"A$440,000 (estimated)"
"A$5,000,000 (estimated)"
"A$8,140,500 (estimated)"
"A$8,240,000 (estimated)"
"A$8,500,000 (estimated)"
"A$800,000 (estimated)"
"A$810,000 (estimated)"
"ATS 70,000,000 (estimated)"
"BEF 1,000,000 (estimated)"
"BND 8,000,000 (estimated)"
"CA$1,100,000 (estimated)"
"CA$1,200,000 (estimated)"
"CA$1,400,000 (estimated)"
"CA$1,500,000 (estimated)"
"CA$1,600,000 (estimated)"
"CA$1,800,000 (estimated)"
"CA$1,960,000 (estimated)"
"CA$10,000,000 (estimated)"
"CA$100,000 (estimated)"
"CA$13,000,000 (estimated)"
"CA$185,000 (estimated)"
"CA$2,000,000 (estimated)"
"CA$2,200,000 (estimated)"
"CA$2,300,000 (estimated)"
"CA$2,500,000 (estimated)"
"CA$20,000,000 (estimated)"
"CA$200,000 (estimated)"
"CA$26,000,000 (estimated)"
"CA$3,400,000 (estimated)"
"CA$3,500,000 (estimated)"
"CA$365,000 (estimated)"
"CA$4,000,000 (estimated)"
"CA$4,100,000 (estimated)"
"CA$5,000,000 (estimated)"
"CA$500,000 (estimated)"
"CA$530,000 (estimated)"
"CA$6,000,000 (estimated)"
"CA$6,400,000 (estimated)"
"CA$6,500,000 (estimated)"
"CA$60,000 (estimated)"
"CA$600,000 (estimated)"
"CA$7,600,000 (estimated)"
"CA$750,000 (estimated)"
"CA$8,000,000 (estimated)"
"CA$800,000 (estimated)"
"CHF 4,500,000 (estimated)"
"CN¥10,000,000 (estimated)"
"CN¥100,000,000 (estimated)"
"CN¥120,000,000 (estimated)"
"CN¥553,632,000 (estimated)"
"CZK 84,450,000 (estimated)"
"DEM 1,975,000 (estimated)"
"DEM 14,000,000 (estimated)"
"DEM 15,000,000 (estimated)"
"DEM 19,000,000 (estimated)"
"DEM 2,600,000 (estimated)"
"DEM 20,000,000 (estimated)"
"DEM 260,000 (estimated)"
"DEM 3,000,000 (estimated)"
"DEM 3,500,000 (estimated)"
"DEM 32,000,000 (estimated)"
"DEM 325,000 (estimated)"
"DEM 4,000,000 (estimated)"
"DEM 4,300,000 (estimated)"
"DEM 42,000,000 (estimated)"
"DEM 5,000,000 (estimated)"
"DEM 500,000 (estimated)"
"DEM 6,000,000 (estimated)"
"DEM 7,000,000 (estimated)"
"DEM 8,000,000 (estimated)"
"DEM 8,400,000 (estimated)"
"DEM 800,000 (estimated)"
"DEM 900,000 (estimated)"
"DKK 15,500,000 (estimated)"
"DKK 18,000,000 (estimated)"
"DKK 20,000,000 (estimated)"
"DKK 28,000,000 (estimated)"
"DKK 39,000,000 (estimated)"
"DKK 42,000,000 (estimated)"
"DKK 45,000,000 (estimated)"
"DKK 50,000,000 (estimated)"
"DKK 6,000,000 (estimated)"
"DKK 86,000,000 (estimated)"
"ESP 1,200,000 (estimated)"
"ESP 370,000,000 (estimated)"
"FIM 19,000,000 (estimated)"
"FIM 46,667,761 (estimated)"
"FIM 5,562,154 (estimated)"
"FIM 8,000,000 (estimated)"
"FRF 1,350,000 (estimated)"
"FRF 10,000,000 (estimated)"
"FRF 100,000,000 (estimated)"
"FRF 103,000,000 (estimated)"
"FRF 110,000,000 (estimated)"
"FRF 140,000,000 (estimated)"
"FRF 15,000,000 (estimated)"
"FRF 152,000,000 (estimated)"
"FRF 17,000,000 (estimated)"
"FRF 17,500,000 (estimated)"
"FRF 18,000,000 (estimated)"
"FRF 20,000,000 (estimated)"
"FRF 23,000,000 (estimated)"
"FRF 24,000,000 (estimated)"
"FRF 25,000,000 (estimated)"
"FRF 250,000 (estimated)"
"FRF 274,620,000 (estimated)"
"FRF 327,000,000 (estimated)"
"FRF 33,000,000 (estimated)"
"FRF 400,000 (estimated)"
"FRF 49,000,000 (estimated)"
"FRF 5,500,500 (estimated)"
"FRF 50,000,000 (estimated)"
"FRF 53,000,000 (estimated)"
"FRF 58,000,000 (estimated)"
"FRF 7,000,000 (estimated)"
"FRF 70,000,000 (estimated)"
"FRF 75,210,000 (estimated)"
"FRF 8,000,000 (estimated)"
"FRF 80,000,000 (estimated)"
"FRF 82,000,000 (estimated)"
"FRF 85,000,000 (estimated)"
"FRF 890,063 (estimated)"
"FRF 95,130,000 (estimated)"
"HK$115,000,000 (estimated)"
"HK$140,000,000 (estimated)"
"HK$2,000,000,000 (estimated)"
"HK$2,708,748 (estimated)"
"HK$200,000,000 (estimated)"
"HK$35,000,000 (estimated)"
"HK$40,000,000 (estimated)"
"HK$6,763,793 (estimated)"
"HK$60,000,000 (estimated)"
"HK$7,476,025 (estimated)"
"HK$80,000,000 (estimated)"
"HUF 100,000,000 (estimated)"
"HUF 2,500,000,000 (estimated)"
"HUF 450,000,000 (estimated)"
"HUF 500,000,000 (estimated)"
"HUF 700,000,000 (estimated)"
"ITL 141,755,000 (estimated)"
"ITL 15,000,000,000 (estimated)"
"ITL 2,900,000,000 (estimated)"
"ITL 3,000,000 (estimated)"
"ITL 30,000,000,000 (estimated)"
"ITL 410,000,000 (estimated)"
"LTL 1,000,000 (estimated)"
"NLG 5,000,000 (estimated)"
"NLG 800,000 (estimated)"
"NOK 100,000,000 (estimated)"
"NOK 14,000,000 (estimated)"
"NOK 141,000,000 (estimated)"
"NOK 15,155,100 (estimated)"
"NOK 15,500,000 (estimated)"
"NOK 17,500,000 (estimated)"
"NOK 19,900,000 (estimated)"
"NOK 21,277,000 (estimated)"
"NOK 22,000,000 (estimated)"
"NOK 25,000,000 (estimated)"
"NOK 30,300,000 (estimated)"
"NOK 35,000,000 (estimated)"
"NOK 38,500,000 (estimated)"
"NOK 50,000,000 (estimated)"
"NOK 54,000,000 (estimated)"
"NT$50,000,000 (estimated)"
"NZ$200,000 (estimated)"
"NZ$350,000 (estimated)"
"NZ$7,000,000 (estimated)"
"PKR 180,000,000 (estimated)"
"PLN 34,148,170 (estimated)"
"PLN 6,000,000 (estimated)"
"PLN 6,070,000 (estimated)"
"R$12,000,000 (estimated)"
"R$2,500,000 (estimated)"
"R$3,000,000 (estimated)"
"R$3,300,000 (estimated)"
"R$4,000,000 (estimated)"
"R$6,000,000 (estimated)"
"ROL 33,000,000 (estimated)"
"RUR 1,000,000 (estimated)"
"RUR 25,313 (estimated)"
RUR 568 (estimated)
"RUR 622,000 (estimated)"
"RUR 8,000,000 (estimated)"
"SEK 13,800,000 (estimated)"
"SEK 17,000,000 (estimated)"
"SEK 17,500,000 (estimated)"
"SEK 18,000,000 (estimated)"
"SEK 2,800,000 (estimated)"
"SEK 210,000,000 (estimated)"
"SEK 22,000,000 (estimated)"
"SEK 25,000,000 (estimated)"
"SEK 30,000,000 (estimated)"
"SEK 32,000,000 (estimated)"
"SEK 45,000,000 (estimated)"
"SEK 484,000 (estimated)"
"SEK 9,000,000 (estimated)"
"SGD 4,500,000 (estimated)"
"THB 119,000,000 (estimated)"
"THB 150,000,000 (estimated)"
"THB 200,000,000 (estimated)"
"THB 300,000,000 (estimated)"
"TRL 1,200,000 (estimated)"
"TRL 50,000,000 (estimated)"
"£1,000,000 (estimated)"
"£1,100,000 (estimated)"
"£1,162,000 (estimated)"
"£1,300,000 (estimated)"
"£1,365,000 (estimated)"
"£1,500,000 (estimated)"
"£1,577,000 (estimated)"
"£1,600,000 (estimated)"
"£1,700,000 (estimated)"
"£1,800,000 (estimated)"
"£1,900,000 (estimated)"
"£10,000,000 (estimated)"
"£100,000 (estimated)"
"£12,000 (estimated)"
"£12,000,000 (estimated)"
"£120,000 (estimated)"
"£125,000 (estimated)"
"£13,000,000 (estimated)"
"£13,500,000 (estimated)"
"£135,000 (estimated)"
"£14,000 (estimated)"
"£143,000 (estimated)"
"£170,000 (estimated)"
"£188,812 (estimated)"
"£2,000,000 (estimated)"
"£2,100,000 (estimated)"
"£2,200,000 (estimated)"
"£2,300,000 (estimated)"
"£2,500,000 (estimated)"
"£2,800,000 (estimated)"
"£2,900,000 (estimated)"
"£20,000,000 (estimated)"
"£200,000 (estimated)"
"£200,436 (estimated)"
"£229,575 (estimated)"
"£23,000,000 (estimated)"
"£25,000,000 (estimated)"
"£250,000 (estimated)"
"£26,000,000 (estimated)"
"£260,000 (estimated)"
"£275,000 (estimated)"
"£280,000 (estimated)"
"£3,000,000 (estimated)"
"£3,500,000 (estimated)"
"£3,500,159 (estimated)"
"£3,800,000 (estimated)"
"£300,000 (estimated)"
"£316,000 (estimated)"
"£320,000 (estimated)"
"£350,000 (estimated)"
"£392,022 (estimated)"
"£397,568 (estimated)"
"£4,000,000 (estimated)"
"£4,158,370 (estimated)"
"£4,900,000 (estimated)"
"£40,000 (estimated)"
"£40,000,000 (estimated)"
"£422,816 (estimated)"
"£430,000 (estimated)"
"£475,000 (estimated)"
"£5,000,000 (estimated)"
"£50,000 (estimated)"
"£500,000 (estimated)"
"£575,000 (estimated)"
"£6,000,000 (estimated)"
"£6,400,000 (estimated)"
"£600,000 (estimated)"
"£612,650 (estimated)"
"£65,000 (estimated)"
"£650,000 (estimated)"
"£695,393 (estimated)"
"£7,000,000 (estimated)"
"£7,500,000 (estimated)"
"£700,000 (estimated)"
"£750,000 (estimated)"
"£8,000,000 (estimated)"
"£8,200,000 (estimated)"
