Title,Rating,Popularity,Budget,Gross Worldwide,URL,Runtime_minutes,ROI,Director_main,Writer_main,Star_main,Genre_main
Mr. Deeds Goes to Town,7.8,36.0,800000.0,8362.0,https://www.imdb.com/title/tt0027996/,115,0.0104525,Frank Capra,Robert Riskin,Gary Cooper,Romantic Comedy
Concertul,7.5,36.0,20000000.0,41146351.0,https://www.imdb.com/title/tt1320082/,119,2.05731755,Radu Mihaileanu,Radu Mihaileanu,Aleksei Guskov,French
Clubul sinucigaselor,6.5,36.0,250000.0,509.0,https://www.imdb.com/title/tt0312843/,99,0.002036,Sion Sono,Sion Sono,Ryô Ishibashi,Japanese
Les parapluies de Cherbourg,7.8,36.0,20000000.0,206931.0,https://www.imdb.com/title/tt0058450/,91,0.01034655,Jacques Demy,Jacques Demy,Catherine Deneuve,French
Amantul,6.8,36.0,20000000.0,5013090.0,https://www.imdb.com/title/tt0101316/,115,0.2506545,Jean-Jacques Annaud,Marguerite Duras,Jeanne Moreau,Period Drama
Activitate paranormala. Dimensiunea spectrala,4.6,4807.0,10000000.0,78903124.0,https://www.imdb.com/title/tt2473510/,88,7.8903124,Gregory Plotkin,Jason Pagan,Chris J. Murray,Found Footage Horror
Drive Me Crazy,5.8,36.0,8500000.0,22593409.0,https://www.imdb.com/title/tt0164114/,91,2.6580481176470587,John Schultz,Todd Strasser,Melissa Joan Hart,Romantic Comedy
Art School Confidential,6.3,36.0,20000000.0,3306629.0,https://www.imdb.com/title/tt0364955/,102,0.16533145,Terry Zwigoff,Daniel Clowes,Max Minghella,Dark Comedy
Professione: reporter,7.4,36.0,20000000.0,818936.0,https://www.imdb.com/title/tt0073580/,126,0.0409468,Michelangelo Antonioni,Mark Peploe,Jack Nicholson,Spy
Blanosul,4.4,36.0,50000000.0,87134280.0,https://www.imdb.com/title/tt0393735/,98,1.7426856,Brian Robbins,Cormac Wibberley,Tim Allen,Animal Adventure
Rurôni Kenshin: Meiji kenkaku romantan,7.4,36.0,20000000.0,37687024.0,https://www.imdb.com/title/tt1979319/,134,1.8843512,Keishi Otomo,Nobuhiro Watsuki,Takeru Satoh,Japanese
Scrooge,8.1,36.0,20000000.0,24.0,https://www.imdb.com/title/tt0044008/,86,1.2e-06,Brian Desmond Hurst,Charles Dickens,Alastair Sim,Holiday Family
Spion fara voie,6.0,36.0,20000000.0,29844101.0,https://www.imdb.com/title/tt0091306/,105,1.49220505,Penny Marshall,David Franzoni,Whoopi Goldberg,Dark Comedy
Mahalaua înfruntã zombi,5.9,36.0,20000000.0,107348.0,https://www.imdb.com/title/tt1362058/,88,0.0053674,Matthias Hoene,Matthias Hoene,Rasmus Hardiker,Dark Comedy
Mistress America,6.7,36.0,20000000.0,3341063.0,https://www.imdb.com/title/tt2872462/,84,0.16705315,Noah Baumbach,Noah Baumbach,Lola Kirke,Comedy
Tânãrul Sherlock Holmes,6.8,36.0,18000000.0,19739575.0,https://www.imdb.com/title/tt0090357/,109,1.0966430555555555,Barry Levinson,Arthur Conan Doyle,Nicholas Rowe,Teen Adventure
Cuţitul în apă,7.4,36.0,20000000.0,509.0,https://www.imdb.com/title/tt0056291/,94,2.545e-05,Roman Polanski,Jakub Goldberg,Leon Niemczyk,Psychological Drama
Bratz,3.2,36.0,20000000.0,26013153.0,https://www.imdb.com/title/tt0804452/,110,1.30065765,Sean McNamara,Susan Estelle Jansen,Logan Browning,Teen Comedy
Sleepwalkers,5.4,3364.0,15000000.0,30524763.0,https://www.imdb.com/title/tt0105428/,91,2.0349842,Mick Garris,Stephen King,Brian Krause,Monster Horror
Meatballs,6.2,36.0,1184000.0,43046003.0,https://www.imdb.com/title/tt0079540/,94,36.356421452702705,Ivan Reitman,Len Blum,Bill Murray,Raunchy Comedy
Politist la ananghie 3,7.0,36.0,900000.0,16270600.0,https://www.imdb.com/title/tt0104558/,96,18.078444444444443,Stanley Tong,Edward Tang,Jackie Chan,Cantonese
Trade,7.3,36.0,12000000.0,1465077.0,https://www.imdb.com/title/tt0399095/,120,0.12208975,Marco Kreuzpaintner,Jose Rivera,Kevin Kline,Crime
Anna,6.4,36.0,7000000.0,1257142.0,https://www.imdb.com/title/tt1715336/,99,0.1795917142857143,Jorge Dorado,Guy Holmes,Mark Strong,Psychological Thriller
Sub control,6.3,36.0,3500000.0,1138322.0,https://www.imdb.com/title/tt0409345/,97,0.32523485714285716,Jennifer Lynch,Kent Harper,Caroline Aaron,Dark Comedy
Gabbar Is Back,7.0,36.0,20000000.0,998582.0,https://www.imdb.com/title/tt2424988/,128,0.0499291,Radha Krishna Jagarlamudi,A.R. Murugadoss,Akshay Kumar,Hindi
Austenland,6.3,36.0,6125000.0,2313509.0,https://www.imdb.com/title/tt1985019/,97,0.3777157551020408,Jerusha Hess,Jerusha Hess,Keri Russell,Romantic Comedy
Franklyn,6.0,36.0,6000000.0,1279576.0,https://www.imdb.com/title/tt0893402/,98,0.21326266666666666,Gerald McMorrow,Gerald McMorrow,Eva Green,Dystopian Sci-Fi
Sistem de siguranta infailibil,8.0,36.0,20000000.0,509.0,https://www.imdb.com/title/tt0058083/,112,2.545e-05,Sidney Lumet,Walter Bernstein,Henry Fonda,Epic
From Beyond,6.6,2959.0,4500000.0,1261000.0,https://www.imdb.com/title/tt0091083/,85,0.2802222222222222,Stuart Gordon,H.P. Lovecraft,Jeffrey Combs,Body Horror
Zardoz,5.8,36.0,1570000.0,7227.0,https://www.imdb.com/title/tt0070948/,105,0.0046031847133757966,John Boorman,John Boorman,Sean Connery,Dystopian Sci-Fi
"Greystoke: The Legend of Tarzan, Lord of the Apes",6.4,36.0,30000000.0,45858563.0,https://www.imdb.com/title/tt0087365/,143,1.5286187666666666,Hugh Hudson,Edgar Rice Burroughs,Ralph Richardson,Costume Drama
Ele!,7.2,1945.0,20000000.0,509.0,https://www.imdb.com/title/tt0047573/,94,2.545e-05,Gordon Douglas,Ted Sherdeman,James Whitmore,Kaiju
Carantina 2: Terminalul,5.2,36.0,4000000.0,509.0,https://www.imdb.com/title/tt1699231/,86,0.00012725,John Pogue,John Pogue,Mercedes Mason,Zombie Horror
Unde este dragostea?,6.3,36.0,15000000.0,20529194.0,https://www.imdb.com/title/tt1555064/,117,1.3686129333333332,Shana Feste,Shana Feste,Gwyneth Paltrow,Drama
A Midsummer Night's Sex Comedy,6.6,36.0,20000000.0,9077269.0,https://www.imdb.com/title/tt0084329/,88,0.45386345,Woody Allen,Woody Allen,Woody Allen,Comedy
13 - Negru,7.3,36.0,20000000.0,795223.0,https://www.imdb.com/title/tt0475169/,93,0.03976115,Géla Babluani,Géla Babluani,George Babluani,French
Iris,7.0,36.0,5500000.0,16153953.0,https://www.imdb.com/title/tt0280778/,91,2.9370823636363634,Richard Eyre,John Bayley,Kate Winslet,Biography
Departe de Beverly Hills,6.2,36.0,23000000.0,23631929.0,https://www.imdb.com/title/tt0149691/,114,1.0274751739130434,Wayne Wang,Mona Simpson,Susan Sarandon,Comedy
Camera fiului,7.3,36.0,20000000.0,11767402.0,https://www.imdb.com/title/tt0208990/,99,0.5883701,Nanni Moretti,Nanni Moretti,Nanni Moretti,Italian
Rowdy Rathore,5.8,36.0,5400000.0,29342463.0,https://www.imdb.com/title/tt2077833/,140,5.433789444444445,Prabhu Deva,Vijayendra Prasad,Akshay Kumar,Hindi
Casino Jack,6.2,36.0,12500000.0,1230933.0,https://www.imdb.com/title/tt1194417/,108,0.09847464,George Hickenlooper,Norman Snider,Kevin Spacey,Dark Comedy
The Riot Club,6.0,36.0,20000000.0,3517925.0,https://www.imdb.com/title/tt2717860/,107,0.17589625,Lone Scherfig,Laura Wade,Thomas Arnold,Coming-of-Age
Purple Rain,6.5,36.0,7000000.0,70275072.0,https://www.imdb.com/title/tt0087957/,111,10.039296,Albert Magnoli,Albert Magnoli,Prince,Concert
Cet obscur objet du désir,7.8,36.0,20000000.0,3140.0,https://www.imdb.com/title/tt0075824/,103,0.000157,Luis Buñuel,Luis Buñuel,Fernando Rey,French
Wing Commander,4.4,36.0,30000000.0,11578059.0,https://www.imdb.com/title/tt0131646/,100,0.3859353,Chris Roberts,Chris Roberts,Freddie Prinze Jr.,Space Sci-Fi
Sennen joyû,7.8,36.0,20000000.0,264771.0,https://www.imdb.com/title/tt0291350/,87,0.01323855,Satoshi Kon,Satoshi Kon,Miyoko Shôji,Japanese
Prima lovitura a lui Jackie Chan,6.6,36.0,20000000.0,21890845.0,https://www.imdb.com/title/tt0116704/,107,1.09454225,Stanley Tong,Greg Mellott,Jackie Chan,Cantonese
Criminal,6.3,4838.0,31500000.0,38803993.0,https://www.imdb.com/title/tt3014866/,113,1.2318727936507936,Ariel Vromen,Douglas Cook,Kevin Costner,Spy
Armata umbrelor,8.1,36.0,20000000.0,931732.0,https://www.imdb.com/title/tt0064040/,145,0.0465866,Jean-Pierre Melville,Joseph Kessel,Lino Ventura,French
Kidulthood,6.7,36.0,750000.0,849650.0,https://www.imdb.com/title/tt0435680/,89,1.1328666666666667,Menhaj Huda,Noel Clarke,Aml Ameen,Dark Comedy
Duelistii,7.4,36.0,900000.0,568.0,https://www.imdb.com/title/tt0075968/,100,0.0006311111111111112,Ridley Scott,Gerald Vaughan-Hughes,Keith Carradine,Period Drama
Strategia supravietuirii,6.5,36.0,20000000.0,38290723.0,https://www.imdb.com/title/tt0113305/,128,1.91453615,John Singleton,John Singleton,Omar Epps,Coming-of-Age
Forţa Delta,5.6,36.0,12000000.0,17768900.0,https://www.imdb.com/title/tt0090927/,125,1.4807416666666666,Menahem Golan,James Bruner,Chuck Norris,French
Noaptea judecății: Alegerile,6.0,2918.0,10000000.0,118587880.0,https://www.imdb.com/title/tt4094724/,108,11.858788,James DeMonaco,James DeMonaco,Frank Grillo,Dark Comedy
Blinkende lygter,7.5,36.0,20000000.0,2760077.0,https://www.imdb.com/title/tt0236027/,109,0.13800385,Anders Thomas Jensen,Anders Thomas Jensen,Søren Pilmark,Danish
The Bachelor,5.1,36.0,51000000.0,36911617.0,https://www.imdb.com/title/tt0120596/,101,0.7237571960784314,Gary Sinyor,Roi Cooper Megrue,Chris O'Donnell,Romantic Comedy
Out Cold,6.3,3934.0,24000000.0,14782676.0,https://www.imdb.com/title/tt0253798/,89,0.6159448333333334,Brendan Malloy,Jon Zack,Flex Alexander,Slapstick
High-Rise,5.5,36.0,20000000.0,4289074.0,https://www.imdb.com/title/tt0462335/,119,0.2144537,Ben Wheatley,Amy Jump,Tom Hiddleston,Dark Comedy
Ripley's Game,6.6,36.0,30000000.0,6200970.0,https://www.imdb.com/title/tt0265651/,110,0.206699,Liliana Cavani,Charles McKeown,John Malkovich,Dark Comedy
Muppets în spatiu,6.3,36.0,24000000.0,22323612.0,https://www.imdb.com/title/tt0158811/,87,0.9301505,Tim Hill,Jerry Juhl,Dave Goelz,Alien Invasion
Sub acoperire,5.0,36.0,20000000.0,2562285.0,https://www.imdb.com/title/tt1766094/,94,0.12811425,Tom Vaughan,Allan Loeb,Miley Cyrus,Coming-of-Age
Heisei tanuki gassen ponpoko,7.2,36.0,20000000.0,1282394.0,https://www.imdb.com/title/tt0110008/,119,0.0641197,Isao Takahata,Isao Takahata,Shinchô Kokontei,Japanese
Doi oameni perfecti,6.4,36.0,15000000.0,4488529.0,https://www.imdb.com/title/tt0155711/,112,0.29923526666666667,Joel Schumacher,Joel Schumacher,Robert De Niro,Caper
Supernova,4.9,36.0,90000000.0,14828081.0,https://www.imdb.com/title/tt0134983/,90,0.16475645555555554,Walter Hill,William Malone,James Spader,Horror
The Hoax,6.6,36.0,25000000.0,11772461.0,https://www.imdb.com/title/tt0462338/,116,0.47089844,Lasse Hallström,William Wheeler,David Aaron Baker,Satire
Câmpuri ucigașe,5.7,36.0,20000000.0,1271319.0,https://www.imdb.com/title/tt1389127/,105,0.06356595,Ami Canaan Mann,Don Ferrarone,Sam Worthington,Serial Killer
Cooties,5.7,36.0,20000000.0,485544.0,https://www.imdb.com/title/tt2490326/,88,0.0242772,Jonathan Milott,Leigh Whannell,Elijah Wood,Body Horror
Cucereste-o cu salsa,6.2,36.0,20000000.0,5645773.0,https://www.imdb.com/title/tt2390237/,98,0.28228865,James Griffiths,Jon Brown,Nick Frost,Comedy
A Haunted House 2,4.7,36.0,4000000.0,25358716.0,https://www.imdb.com/title/tt2828996/,86,6.339679,Michael Tiddes,Marlon Wayans,Marlon Wayans,Parody
Latter Days,7.0,36.0,850000.0,865028.0,https://www.imdb.com/title/tt0345551/,107,1.01768,C. Jay Cox,C. Jay Cox,Wes Ramsey,Comedy
Gigi,6.6,36.0,3319355.0,789.0,https://www.imdb.com/title/tt0051658/,115,0.00023769678145302324,Vincente Minnelli,Alan Jay Lerner,Leslie Caron,Classic Musical
Mitt liv som hund,7.6,36.0,20000000.0,8349284.0,https://www.imdb.com/title/tt0089606/,101,0.4174642,Lasse Hallström,Reidar Jönsson,Anton Glanzelius,Swedish
Sprijina-te pe mine,7.4,36.0,10000000.0,31906454.0,https://www.imdb.com/title/tt0097722/,108,3.1906454,John G. Avildsen,Michael Schiffer,Morgan Freeman,Biography
East Is East,6.9,36.0,2375000.0,4177818.0,https://www.imdb.com/title/tt0166175/,96,1.7590812631578947,Damien O'Donnell,Ayub Khan-Din,Om Puri,Satire
Empire State: Lovitura secolului,5.2,36.0,11000000.0,1212500.0,https://www.imdb.com/title/tt2171867/,94,0.11022727272727273,Dito Montiel,Adam Mazer,Liam Hemsworth,True Crime
Keinohrhasen,6.5,36.0,4950000.0,81744033.0,https://www.imdb.com/title/tt0960790/,116,16.51394606060606,Til Schweiger,Anika Decker,Til Schweiger,German
Tosun Pasa,8.9,36.0,20000000.0,509.0,https://www.imdb.com/title/tt0253828/,90,2.545e-05,Kartal Tibet,Yavuz Turgul,Kemal Sunal,Turkish
Demoni,6.6,36.0,1800000.0,2932.0,https://www.imdb.com/title/tt0089013/,88,0.001628888888888889,Lamberto Bava,Dardano Sacchetti,Urbano Barberini,Italian
Legături de sânge,6.5,36.0,25500000.0,2566435.0,https://www.imdb.com/title/tt1747958/,127,0.10064450980392158,Guillaume Canet,Guillaume Canet,Clive Owen,Gangster
Baise-moi,4.5,4765.0,20000000.0,940944.0,https://www.imdb.com/title/tt0249380/,77,0.0470472,Virginie Despentes,Virginie Despentes,Karen Lancaume,French
Diana,5.6,36.0,15000000.0,21766271.0,https://www.imdb.com/title/tt1758595/,113,1.4510847333333334,Oliver Hirschbiegel,Stephen Jeffreys,Naomi Watts,Biography
"Unu, doi, trei",7.8,36.0,3000000.0,146.0,https://www.imdb.com/title/tt0055256/,104,4.8666666666666666e-05,Billy Wilder,Billy Wilder,James Cagney,Satire
The Hard Way,6.4,36.0,24000000.0,65595485.0,https://www.imdb.com/title/tt0102004/,111,2.733145208333333,John Badham,Lem Dobbs,Michael J. Fox,Buddy Cop
The Starving Games,3.3,36.0,4999278.0,3906308.0,https://www.imdb.com/title/tt2403029/,83,0.7813744304677596,Jason Friedberg,Jason Friedberg,Maiara Walsh,Parody
Valea lupilor: Irak,5.7,36.0,8300000.0,23465471.0,https://www.imdb.com/title/tt0493264/,122,2.8271651807228917,Serdar Akar,Bahadir Özdener,Necati Sasmaz,Turkish
Exploratorii,6.4,36.0,25000000.0,9873044.0,https://www.imdb.com/title/tt0089114/,109,0.39492176,Joe Dante,Eric Luke,Ethan Hawke,Quirky Comedy
Night of the Creeps,6.7,3015.0,5000000.0,591842.0,https://www.imdb.com/title/tt0091630/,88,0.1183684,Fred Dekker,Fred Dekker,Jason Lively,B-Horror
Noaptea americană,8.0,36.0,20000000.0,509.0,https://www.imdb.com/title/tt0070460/,116,2.545e-05,François Truffaut,François Truffaut,Jacqueline Bisset,French
Ricki and the Flash,6.0,36.0,18000000.0,41325328.0,https://www.imdb.com/title/tt3623726/,101,2.2958515555555556,Jonathan Demme,Diablo Cody,Meryl Streep,Coming-of-Age
The Escapist,6.7,36.0,20000000.0,388174.0,https://www.imdb.com/title/tt0961728/,102,0.0194087,Rupert Wyatt,Daniel Hardy,Brian Cox,Prison Drama
The Chase,5.9,36.0,20000000.0,7924955.0,https://www.imdb.com/title/tt0109402/,97,0.39624775,Adam Rifkin,Adam Rifkin,Charlie Sheen,Dark Comedy
Prozac Nation,6.2,36.0,9000000.0,129364.0,https://www.imdb.com/title/tt0236640/,95,0.014373777777777777,Erik Skjoldbjærg,Elizabeth Wurtzel,Christina Ricci,Coming-of-Age
Lună de miere în Vegas,5.9,36.0,25000000.0,35208854.0,https://www.imdb.com/title/tt0104438/,96,1.40835416,Andrew Bergman,Andrew Bergman,James Caan,Romantic Comedy
Harley si Marlboro,6.1,4652.0,23000000.0,7434726.0,https://www.imdb.com/title/tt0102005/,98,0.32324895652173913,Simon Wincer,Don Michael Paul,Mickey Rourke,Caper
Trenul de 3 si 10 de Yuma,7.6,36.0,20000000.0,509.0,https://www.imdb.com/title/tt0050086/,92,2.545e-05,Delmer Daves,Halsted Welles,Glenn Ford,Classical Western
The Beverly Hillbillies,5.1,36.0,25000000.0,57405220.0,https://www.imdb.com/title/tt0106400/,92,2.2962088,Penelope Spheeris,Paul Henning,Jim Varney,Comedy
Mărturisire,7.2,36.0,20000000.0,372.0,https://www.imdb.com/title/tt0045897/,95,1.86e-05,Alfred Hitchcock,George Tabori,Montgomery Clift,Psychological Drama
Sacrificiul,7.9,36.0,20000000.0,318780.0,https://www.imdb.com/title/tt0091670/,149,0.015939,Andrei Tarkovsky,Andrei Tarkovsky,Erland Josephson,Swedish
Kikujirô no natsu,7.7,36.0,20000000.0,281527.0,https://www.imdb.com/title/tt0199683/,122,0.01407635,Takeshi Kitano,Takeshi Kitano,Takeshi Kitano,Japanese
The Adventures of Ford Fairlane,6.4,36.0,20000000.0,21413502.0,https://www.imdb.com/title/tt0098987/,104,1.0706751,Renny Harlin,Daniel Waters,Andrew Dice Clay,Dark Comedy
Copiii paradisului,8.3,36.0,9726247.299746783,44906.0,https://www.imdb.com/title/tt0037674/,189,0.004616991385893416,Marcel Carné,Jacques Prévert,Arletty,French
Capcana iubirii,7.7,36.0,20000000.0,15142.0,https://www.imdb.com/title/tt0033804/,94,0.0007571,Preston Sturges,Monckton Hoffe,Barbara Stanwyck,Screwball Comedy
Barfly,7.1,36.0,3000000.0,3221774.0,https://www.imdb.com/title/tt0092618/,100,1.0739246666666666,Barbet Schroeder,Charles Bukowski,Mickey Rourke,Dark Comedy
Ninotchka,7.8,36.0,1365000.0,2477.0,https://www.imdb.com/title/tt0031725/,110,0.0018146520146520146,Ernst Lubitsch,Charles Brackett,Greta Garbo,Romantic Comedy
Spring,6.7,36.0,20000000.0,49970.0,https://www.imdb.com/title/tt3395184/,109,0.0024985,Justin Benson,Justin Benson,Lou Taylor Pucci,Dark Romance
L'enfant,7.4,36.0,3960000.000000001,5507396.0,https://www.imdb.com/title/tt0456396/,95,1.3907565656565652,Jean-Pierre Dardenne,Jean-Pierre Dardenne,Jérémie Renier,French
Catch .44,4.6,36.0,7000000.0,291742.0,https://www.imdb.com/title/tt1886493/,94,0.041677428571428574,Aaron Harvey,Aaron Harvey,Malin Akerman,Action
Nopţi în Harlem,6.1,36.0,30000000.0,60864870.0,https://www.imdb.com/title/tt0097481/,116,2.028829,Eddie Murphy,Eddie Murphy,Eddie Murphy,Dark Comedy
Ta'm e guilass,7.7,36.0,20000000.0,12187.0,https://www.imdb.com/title/tt0120265/,95,0.00060935,Abbas Kiarostami,Abbas Kiarostami,Homayoun Ershadi,Persian
Iubitul mamei mele,5.9,36.0,24000000.0,9576495.0,https://www.imdb.com/title/tt0466839/,97,0.399020625,Amy Heckerling,Amy Heckerling,Michelle Pfeiffer,Romantic Comedy
Copie conforme,7.2,36.0,7700000.000000001,7736632.0,https://www.imdb.com/title/tt1020773/,106,1.0047574025974024,Abbas Kiarostami,Abbas Kiarostami,Juliette Binoche,French
Trash,7.1,36.0,20000000.0,4809022.0,https://www.imdb.com/title/tt1921149/,114,0.2404511,Stephen Daldry,Andy Mulligan,Rickson Tevez,Portuguese
De grønne slagtere,7.2,36.0,20000000.0,3783.0,https://www.imdb.com/title/tt0342492/,100,0.00018915,Anders Thomas Jensen,Anders Thomas Jensen,Nikolaj Lie Kaas,Danish
Less Than Zero,6.4,36.0,8000000.0,12396383.0,https://www.imdb.com/title/tt0093407/,98,1.549547875,Marek Kanievska,Bret Easton Ellis,Andrew McCarthy,Psychological Drama
Nightbreed,6.5,4467.0,11000000.0,9469695.0,https://www.imdb.com/title/tt0100260/,102,0.8608813636363636,Clive Barker,Clive Barker,Craig Sheffer,Body Horror
Clubul imparatilor,6.9,36.0,12500000.0,16318449.0,https://www.imdb.com/title/tt0283530/,109,1.30547592,Michael Hoffman,Ethan Canin,Kevin Kline,Coming-of-Age
Hellraiser: Bloodline,5.1,36.0,4000000.0,9336886.0,https://www.imdb.com/title/tt0116514/,85,2.3342215,Kevin Yagher,Peter Atkins,Bruce Ramsay,Body Horror
Renaissance,6.6,36.0,18000000.0,1831348.0,https://www.imdb.com/title/tt0386741/,105,0.10174155555555556,Christian Volckman,Alexandre de La Patellière,Daniel Craig,Adult Animation
The Informers,4.9,36.0,18000000.0,382174.0,https://www.imdb.com/title/tt0865554/,98,0.02123188888888889,Gregor Jordan,Bret Easton Ellis,Jon Foster,Psychological Drama
Hercule la New York,3.3,36.0,20000000.0,509.0,https://www.imdb.com/title/tt0065832/,92,2.545e-05,Arthur Allan Seidelman,Aubrey Wisberg,Arnold Stang,Parody
Serving Sara,5.3,36.0,29000000.0,20146150.0,https://www.imdb.com/title/tt0261289/,102,0.6946948275862069,Reginald Hudlin,Jay Scherick,Matthew Perry,Romantic Comedy
Ucide-ma cu tandrete,5.4,4272.0,25000000.0,7775138.0,https://www.imdb.com/title/tt0250468/,100,0.31100552,Kaige Chen,Sean French,Heather Graham,Dark Romance
Sclipire de geniu,7.0,36.0,20000000.0,4802953.0,https://www.imdb.com/title/tt1054588/,119,0.24014765,Marc Abraham,Philip Railsback,Greg Kinnear,Docudrama
Tetsuo,6.9,4858.0,20000000.0,509.0,https://www.imdb.com/title/tt0096251/,67,2.545e-05,Shin'ya Tsukamoto,Shin'ya Tsukamoto,Tomorô Taguchi,Japanese
Copiii,5.9,36.0,20000000.0,1300051.0,https://www.imdb.com/title/tt1172571/,84,0.06500255,Tom Shankland,Paul Andrew Williams,Eva Birthistle,Slasher Horror
Love & Basketball,7.2,36.0,20000000.0,27743596.0,https://www.imdb.com/title/tt0199725/,124,1.3871798,Gina Prince-Bythewood,Gina Prince-Bythewood,Glenndon Chatman,Basketball
Tenebre,7.0,4743.0,20000000.0,2484.0,https://www.imdb.com/title/tt0084777/,101,0.0001242,Dario Argento,Dario Argento,Anthony Franciosa,Giallo
Masuri extraordinare,6.4,36.0,31000000.0,15134293.0,https://www.imdb.com/title/tt1244659/,106,0.488203,Tom Vaughan,Robert Nelson Jacobs,Brendan Fraser,Drama
Zi rea in Black Rock,7.7,36.0,1271000.0,10813.0,https://www.imdb.com/title/tt0047849/,81,0.008507474429583006,John Sturges,Millard Kaufman,Spencer Tracy,Psychological Drama
Fiul nimanui,5.1,36.0,15000000.0,1091132.0,https://www.imdb.com/title/tt1535612/,90,0.07274213333333333,Dito Montiel,Dito Montiel,Al Pacino,Police Procedural
Monkeybone,4.8,36.0,75000000.0,7622365.0,https://www.imdb.com/title/tt0166276/,93,0.10163153333333333,Henry Selick,Kaja Blackley,Brendan Fraser,Dark Comedy
Resident Evil: Osânda,6.4,36.0,20000000.0,2325035.0,https://www.imdb.com/title/tt1753496/,100,0.11625175,Makoto Kamiya,Shotaro Suga,Matthew Mercer,Adult Animation
SuperFata,4.4,36.0,35000000.0,14296438.0,https://www.imdb.com/title/tt0088206/,124,0.40846965714285716,Jeannot Szwarc,David Odell,Faye Dunaway,Superhero
Povestirile lunii palide dupa ploaie,8.1,36.0,20000000.0,24959.0,https://www.imdb.com/title/tt0046478/,96,0.00124795,Kenji Mizoguchi,Hisakazu Tsuji,Machiko Kyô,Japanese
"Ce se întâmplă, doctore?",7.7,36.0,4000000.0,66006455.0,https://www.imdb.com/title/tt0069495/,94,16.50161375,Peter Bogdanovich,Buck Henry,Barbra Streisand,Screwball Comedy
Flame şi Citron,7.2,36.0,6750000.0,10186084.0,https://www.imdb.com/title/tt0920458/,130,1.5090494814814814,Ole Christian Madsen,Lars Kristian Andersen,Thure Lindhardt,Danish
Cele trei maimute,7.3,36.0,20000000.0,1977780.0,https://www.imdb.com/title/tt1233381/,109,0.098889,Nuri Bilge Ceylan,Ebru Ceylan,Yavuz Bingöl,Turkish
Cum a fost cucerit Vestul,7.1,36.0,15000000.0,76729.0,https://www.imdb.com/title/tt0056085/,164,0.005115266666666667,John Ford,James R. Webb,James Stewart,Classical Western
Kiss of Death,6.0,36.0,40000000.0,14942422.0,https://www.imdb.com/title/tt0113552/,101,0.37356055,Barbet Schroeder,Eleazar Lipsky,David Caruso,Crime
Lunga zi de vineri,7.5,36.0,20000000.0,509.0,https://www.imdb.com/title/tt0081070/,114,2.545e-05,John Mackenzie,Barrie Keeffe,Paul Freeman,Dark Comedy
Dobermann,6.5,36.0,5533899.325717998,509.0,https://www.imdb.com/title/tt0118996/,103,9.197854352617079e-05,Jan Kounen,Joël Houssin,Vincent Cassel,French
Heaven Can Wait,6.9,36.0,6000000.0,81640278.0,https://www.imdb.com/title/tt0077663/,101,13.606713,Warren Beatty,Elaine May,Warren Beatty,Body Swap Comedy
Anul trecut la Marienbad,7.6,36.0,20000000.0,223111.0,https://www.imdb.com/title/tt0054632/,94,0.01115555,Alain Resnais,Alain Robbe-Grillet,Giorgio Albertazzi,French
Pacific Heights,6.4,36.0,18000000.0,44926706.0,https://www.imdb.com/title/tt0100318/,102,2.495928111111111,John Schlesinger,Daniel Pyne,Melanie Griffith,Psychological Thriller
Chakushin ari,6.2,36.0,20000000.0,17605379.0,https://www.imdb.com/title/tt0366292/,112,0.88026895,Takashi Miike,Yasushi Akimoto,Kô Shibasaki,Japanese
Oamenii-felină,6.2,2717.0,18000000.0,7000000.0,https://www.imdb.com/title/tt0083722/,118,0.3888888888888889,Paul Schrader,DeWitt Bodeen,Nastassja Kinski,Body Horror
Acvila a aterizat,6.9,36.0,6000000.0,509.0,https://www.imdb.com/title/tt0074452/,135,8.483333333333334e-05,John Sturges,Tom Mankiewicz,Michael Caine,Period Drama
Hell Ride,5.0,36.0,20000000.0,390128.0,https://www.imdb.com/title/tt0411475/,84,0.0195064,Larry Bishop,Larry Bishop,Larry Bishop,Dark Comedy
Russkiy kovcheg,7.2,36.0,20000000.0,8691860.0,https://www.imdb.com/title/tt0318034/,99,0.434593,Aleksandr Sokurov,Boris Khaimsky,Sergey Dreyden,Russian
Dil To Pagal Hai,7.0,36.0,20000000.0,509.0,https://www.imdb.com/title/tt0118983/,180,2.545e-05,Yash Chopra,Tanuja Chandra,Shah Rukh Khan,Hindi
Boxerul,7.0,36.0,20000000.0,16534578.0,https://www.imdb.com/title/tt0118760/,113,0.8267289,Jim Sheridan,Jim Sheridan,Daniel Day-Lewis,Boxing
Infamous,7.0,36.0,13000000.0,2689799.0,https://www.imdb.com/title/tt0420609/,110,0.20690761538461538,Douglas McGrath,Douglas McGrath,Toby Jones,Docudrama
Tipic masculin,5.6,36.0,20000000.0,17432163.0,https://www.imdb.com/title/tt0295289/,101,0.87160815,Chris Koch,Greg Glienna,Jason Lee,Dark Comedy
Avanpostul,5.8,36.0,300000.0,463377.0,https://www.imdb.com/title/tt0892899/,90,1.54459,Steve Barker,Rae Brunton,Ray Stevenson,Action
ABC-ul mortii,4.7,36.0,20000000.0,23589.0,https://www.imdb.com/title/tt1935896/,129,0.00117945,Kaare Andrews,Ant Timpson,Eva Llorach,B-Action
